,presentation_code,name,type,per_item_delta,delta,cost
2132,0407010H0AAAAAA,Boots Paracetamol 500mg capsules,generic,0.308923620814899,20408.0981299987,171025.449869999
2133,0407010H0AAABAB,Paracetamol 120mg/5ml oral solution paediatric,generic,0.329978039215686,26.73267,38.25433
2134,0407010H0AAAMAM,Paracetamol 500mg caplets,generic,0.427332231067776,548958.852280002,2108870.33092001
2156,0407010N0AAACAC,Co-dydramol 10mg/500mg/5ml oral solution,generic,0.0244800000000041,-56.95615,57.00511
2157,0407010N0AAAGAG,Co-dydramol 10mg/500mg/5ml oral suspension,generic,-6.30896636363636,-69.3986299999999,437.69933
2158,0407010N0AAAHAH,Co-dydramol 20mg/500mg tablets,generic,0.194141784901861,591.799530000098,27281.8403200001
2159,0407010N0AAAIAI,Co-dydramol 30mg/500mg tablets,generic,0.211984934740684,-1267.95242999998,57905.00916
2163,0407010Q0AAAAAA,Co-proxamol 32.5mg/325mg tablets,generic,6.5915048952416,716.470599999942,307878.77079
2164,0407010U0AAACAC,Paracetamol 500mg / Caffeine 65mg effervescent tablets sugar free,generic,3.13773436363636,5.92954999999999,113.12528
2178,040702040AAABAB,Tramadol 100mg/2ml solution for injection ampoules,generic,11.3966746794872,146.17184,1339.36573
2179,040702040AAACAC,Tramadol 100mg modified-release tablets,generic,-1.12751025933569,-15554.5450399995,145435.12973
2180,040702040AAADAD,Tramadol 150mg modified-release tablets,generic,-1.44242932328541,-3838.82084999997,24435.1841
2181,040702040AAADAD,Tramadol 150mg modified-release capsules,generic,-1.44242932328541,-3838.82084999997,24435.1841
2182,040702040AAADAD,Tramadol 150mg modified-release tablets,generic,-1.44242932328541,-3838.82084999997,24435.1841
2183,040702040AAADAD,Tramadol 150mg modified-release capsules,generic,-1.44242932328541,-3838.82084999997,24435.1841
2184,040702040AAAEAE,Tramadol 200mg modified-release tablets,generic,-0.979476826240496,-10440.1466399999,68920.78845
2185,040702040AAAMAM,Tramadol 300mg modified-release tablets,generic,-1.18361187857094,250.06928,5317.40808
2186,040702040AAANAN,Tramadol 400mg modified-release tablets,generic,-3.33826260214211,-174.661410000001,7881.75292
2187,040702040AAATAT,Tramadol 50mg orodispersible tablets sugar free,generic,-2.15044180601192,-183.61616,5950.87584
2188,040702040AAAZAZ,Tramadol 50mg/5ml oral suspension,generic,-79.77378,-1553.51434,1393.96678
2311,0407020ADAAAJAJ,Oxycodone 5mg/5ml oral solution,generic,-2.32309746031746,-40.07788,67.09501
2395,0407020B0AAADAD,Buprenorphine 400microgram sublingual tablets sugar free,generic,-0.260229407196372,-893.340640000002,17688.28334
2455,0407020M0AAACAC,Methadone 50mg/1ml solution for injection ampoules,generic,-5.56589905602537,-1031.02497,7288.30639
2460,0407020Q0AAA4A4,Morphine sulfate 1mg/1ml solution for injection ampoules,generic,5.46919964285714,-52.38257,120.88929
2497,0407030ADAAAAAA,Gabapentin 6% gel,generic,216.14299,216.14299,361.97179
2512,0407041T0AAAIAI,Sumatriptan 6mg/0.5ml solution for injection pre-filled pen,generic,-1.01775754879642,4957.91754000005,193423.82295
2527,0407042F0AAAGAG,Clonidine 25micrograms/5ml oral suspension,generic,-249.853415,-499.70683,1207.71328
2528,0407042F0AAAGAG,Clonidine 25micrograms/5ml oral solution,generic,-249.853415,-499.70683,1207.71328
2529,0407042F0AAAGAG,Clonidine 25micrograms/5ml oral suspension,generic,-249.853415,-499.70683,1207.71328
2530,0407042F0AAAGAG,Clonidine 25micrograms/5ml oral solution,generic,-249.853415,-499.70683,1207.71328
2531,0407042F0AAARAR,Clonidine 125micrograms/5ml oral suspension,generic,-62.925695,-1554.57718,1302.8744
2532,0407042F0AAARAR,Clonidine 125micrograms/5ml oral solution,generic,-62.925695,-1554.57718,1302.8744
2533,0407042F0AAARAR,Clonidine 125micrograms/5ml oral suspension,generic,-62.925695,-1554.57718,1302.8744
2534,0407042F0AAARAR,Clonidine 125micrograms/5ml oral solution,generic,-62.925695,-1554.57718,1302.8744
2535,0407042F0AAATAT,Clonidine 50micrograms/5ml oral solution,generic,3.29403817896886,2173.48728,18523.67522
2536,0407042F0AAAUAU,Clonidine 50micrograms/5ml oral suspension,generic,-0.897156636029436,232.909609999999,4935.56979
2537,0407042F0AAAYAY,Clonidine 3.75micrograms/5ml oral suspension,generic,311.17084,-1243.40936,622.08688
2539,0407042Q0AAADAD,Pizotifen 250micrograms/5ml oral solution,generic,-0.256611304347757,-3661.98141,3988.4502
2540,0407042Q0AAAEAE,Pizotifen 250micrograms/5ml oral suspension,generic,2.10338530303025,446.240389999999,4799.59096
2542,040801020AAAGAG,Valproic acid 500mg/5ml oral suspension,generic,186.9375725,1236.16782,2701.42041
2543,040801020AAAGAG,Valproic acid 500mg/5ml oral solution,generic,186.9375725,1236.16782,2701.42041
2544,040801020AAAGAG,Valproic acid 500mg/5ml oral suspension,generic,186.9375725,1236.16782,2701.42041
2545,040801020AAAGAG,Valproic acid 500mg/5ml oral solution,generic,186.9375725,1236.16782,2701.42041
2549,040801050AAAQAQ,Topiramate 10mg/5ml oral suspension,generic,380.412745,-354.83309,1115.65858
2550,040801050AAAQAQ,Topiramate 10mg/5ml oral solution,generic,380.412745,-354.83309,1115.65858
2551,040801050AAAQAQ,Topiramate 10mg/5ml oral suspension,generic,380.412745,-354.83309,1115.65858
2552,040801050AAAQAQ,Topiramate 10mg/5ml oral solution,generic,380.412745,-354.83309,1115.65858
2553,040801050AAAXAX,Topiramate 12.5mg/5ml oral suspension,generic,1091.22912,1091.22912,2181.53361
2554,040801050AAAXAX,Topiramate 12.5mg/5ml oral solution,generic,1091.22912,1091.22912,2181.53361
2555,040801050AAAXAX,Topiramate 12.5mg/5ml oral suspension,generic,1091.22912,1091.22912,2181.53361
2556,040801050AAAXAX,Topiramate 12.5mg/5ml oral solution,generic,1091.22912,1091.22912,2181.53361
2569,040801060AAA1A1,Clobazam 5mg/5ml oral suspension,generic,113.587291427203,1931.51468,8938.74379
2570,040801060AAA1A1,Clobazam 5mg/5ml oral solution,generic,113.587291427203,1931.51468,8938.74379
2571,040801060AAA1A1,Clobazam 5mg/5ml oral suspension,generic,113.587291427203,1931.51468,8938.74379
2572,040801060AAA1A1,Clobazam 5mg/5ml oral solution,generic,113.587291427203,1931.51468,8938.74379
2573,040801060AAA3A3,Clobazam 25mg/5ml oral suspension,generic,-21.2978252777778,2414.60841,4499.63948
2574,040801060AAA3A3,Clobazam 25mg/5ml oral solution,generic,-21.2978252777778,2414.60841,4499.63948
2575,040801060AAA3A3,Clobazam 25mg/5ml oral suspension,generic,-21.2978252777778,2414.60841,4499.63948
2576,040801060AAA3A3,Clobazam 25mg/5ml oral solution,generic,-21.2978252777778,2414.60841,4499.63948
2577,040801060AAA4A4,Clobazam 10mg/5ml oral suspension,generic,-79.7870074121622,-3571.37698,4685.39243
2593,0408010A0AAAJAJ,Levetiracetam 500mg/5ml solution for infusion vials,generic,-93.8125464285713,-5559.94718,11061.49614
2594,0408010A0AAAJAJ,Levetiracetam 500mg/5ml concentrate for solution for infusion vials,generic,-93.8125464285713,-5559.94718,11061.49614
2595,0408010A0AAAJAJ,Levetiracetam 500mg/5ml solution for infusion vials,generic,-93.8125464285713,-5559.94718,11061.49614
2596,0408010A0AAAJAJ,Levetiracetam 500mg/5ml concentrate for solution for infusion vials,generic,-93.8125464285713,-5559.94718,11061.49614
2607,0408010AAAAABAB,Felbamate 600mg tablets,generic,709.190348,7929.35516,8487.65628
2609,0408010ABAAAEAE,Tiagabine 2.5mg/5ml oral suspension,generic,0.491450000000214,1144.66495,2288.347
2613,0408010ADAAADAD,Zonisamide 50mg/5ml oral solution,generic,-6.69013549342105,573.8913,4312.57863
2614,0408010ADAAAEAE,Zonisamide 50mg/5ml oral suspension,generic,-0.701503249607526,2527.26559,10406.65945
2615,0408010ADAAAFAF,Zonisamide 25mg/5ml oral suspension,generic,35.4679613333333,6421.24826,10347.40082
2619,0408010AEAAAHAH,Pregabalin 75mg/5ml oral suspension,generic,60.3511916666667,2351.33156,11737.73848
2620,0408010AEAAAHAH,Pregabalin 75mg/5ml oral solution,generic,60.3511916666667,2351.33156,11737.73848
2621,0408010AEAAAHAH,Pregabalin 75mg/5ml oral suspension,generic,60.3511916666667,2351.33156,11737.73848
2622,0408010AEAAAHAH,Pregabalin 75mg/5ml oral solution,generic,60.3511916666667,2351.33156,11737.73848
2623,0408010AEAAAJAJ,Pregabalin 150mg/5ml oral solution,generic,187.99287,187.99287,405.11545
2624,0408010AEAAAJAJ,Pregabalin 150mg/5ml oral suspension,generic,187.99287,187.99287,405.11545
2625,0408010AEAAAJAJ,Pregabalin 150mg/5ml oral solution,generic,187.99287,187.99287,405.11545
2626,0408010AEAAAJAJ,Pregabalin 150mg/5ml oral suspension,generic,187.99287,187.99287,405.11545
2681,0408010AKAAAGAG,Perampanel 4mg/5ml oral suspension,generic,250.593583333333,-810.10415,780.94245
2694,0408010C0AAAYAY,Carbamazepine 500mg/5ml oral suspension,generic,-162.669382307692,-5874.49283,3222.67788
2734,0408010G0AAAGAG,Gabapentin 100mg/5ml oral suspension,generic,-66.4719610227273,-1857.19212,3002.66813
2735,0408010G0AAAGAG,Gabapentin 100mg/5ml oral solution,generic,-66.4719610227273,-1857.19212,3002.66813
2736,0408010G0AAAGAG,Gabapentin 100mg/5ml oral suspension,generic,-66.4719610227273,-1857.19212,3002.66813
2737,0408010G0AAAGAG,Gabapentin 100mg/5ml oral solution,generic,-66.4719610227273,-1857.19212,3002.66813
2738,0408010G0AAAPAP,Gabapentin 300mg/5ml oral solution,generic,-126.748384672811,-6405.98339,15265.87193
2739,0408010G0AAAPAP,Gabapentin 300mg/5ml oral suspension,generic,-126.748384672811,-6405.98339,15265.87193
2740,0408010G0AAAPAP,Gabapentin 300mg/5ml oral solution,generic,-126.748384672811,-6405.98339,15265.87193
2741,0408010G0AAAPAP,Gabapentin 300mg/5ml oral suspension,generic,-126.748384672811,-6405.98339,15265.87193
2742,0408010G0AAAQAQ,Gabapentin 250mg/5ml oral suspension,generic,-34.3214829549115,1574.06639,15766.16176
2743,0408010G0AAAQAQ,Gabapentin 250mg/5ml oral solution,generic,-34.3214829549115,1574.06639,15766.16176
2744,0408010G0AAAQAQ,Gabapentin 250mg/5ml oral suspension,generic,-34.3214829549115,1574.06639,15766.16176
2745,0408010G0AAAQAQ,Gabapentin 250mg/5ml oral solution,generic,-34.3214829549115,1574.06639,15766.16176
2746,0408010G0AAASAS,Gabapentin 50mg/5ml oral solution,generic,-330.88144,-330.88144,60.61588
2747,0408010G0AAASAS,Gabapentin 50mg/5ml oral suspension,generic,-330.88144,-330.88144,60.61588
2748,0408010G0AAASAS,Gabapentin 50mg/5ml oral solution,generic,-330.88144,-330.88144,60.61588
2749,0408010G0AAASAS,Gabapentin 50mg/5ml oral suspension,generic,-330.88144,-330.88144,60.61588
2750,0408010G0AAAVAV,Gabapentin 500mg/5ml oral suspension,generic,6.97011095238088,1785.73423,3088.44182
2751,0408010G0AAAVAV,Gabapentin 500mg/5ml oral solution,generic,6.97011095238088,1785.73423,3088.44182
2752,0408010G0AAAVAV,Gabapentin 500mg/5ml oral suspension,generic,6.97011095238088,1785.73423,3088.44182
2753,0408010G0AAAVAV,Gabapentin 500mg/5ml oral solution,generic,6.97011095238088,1785.73423,3088.44182
2754,0408010G0AAAWAW,Gabapentin 200mg/5ml oral solution,generic,214.039307,2516.21539,3480.22796
2755,0408010G0AAAWAW,Gabapentin 200mg/5ml oral suspension,generic,214.039307,2516.21539,3480.22796
2756,0408010G0AAAWAW,Gabapentin 200mg/5ml oral solution,generic,214.039307,2516.21539,3480.22796
2757,0408010G0AAAWAW,Gabapentin 200mg/5ml oral suspension,generic,214.039307,2516.21539,3480.22796
2758,0408010G0AAAYAY,Gabapentin 400mg/5ml oral suspension,generic,-26.8181857413794,3407.12698,12706.80335
2759,0408010G0AAAYAY,Gabapentin 400mg/5ml oral solution,generic,-26.8181857413794,3407.12698,12706.80335
2760,0408010G0AAAYAY,Gabapentin 400mg/5ml oral suspension,generic,-26.8181857413794,3407.12698,12706.80335
2761,0408010G0AAAYAY,Gabapentin 400mg/5ml oral solution,generic,-26.8181857413794,3407.12698,12706.80335
2767,0408010H0AAA3A3,Lamotrigine 50mg/5ml oral suspension,generic,-58.5152708866995,-5103.81217,8943.03195
2768,0408010H0AAAZAZ,Lamotrigine 15mg/5ml oral suspension,generic,-1204.90117,350.47843,3110.7592
2769,0408010H0AAAZAZ,Lamotrigine 15mg/5ml oral solution,generic,-1204.90117,350.47843,3110.7592
2770,0408010H0AAAZAZ,Lamotrigine 15mg/5ml oral suspension,generic,-1204.90117,350.47843,3110.7592
2771,0408010H0AAAZAZ,Lamotrigine 15mg/5ml oral solution,generic,-1204.90117,350.47843,3110.7592
2780,0408010I0AAABAB,Ethosuximide 250mg/5ml syrup,generic,3.42543352734259,32722.9017099998,402739.444739999
2830,0408010P0AAAGAG,Phenobarbital 60mg/1ml solution for injection ampoules,generic,59.54098,119.08196,508.34381
2831,0408010P0AAAVAV,Phenobarbital sodium 50mg/5ml oral solution,generic,-30.8919889090909,-37.7398299999995,2982.98065
2832,0408010P0AAAVAV,Phenobarbital sodium 50mg/5ml oral suspension,generic,-30.8919889090909,-37.7398299999995,2982.98065
2833,0408010P0AAAVAV,Phenobarbital sodium 50mg/5ml oral solution,generic,-30.8919889090909,-37.7398299999995,2982.98065
2834,0408010P0AAAVAV,Phenobarbital sodium 50mg/5ml oral suspension,generic,-30.8919889090909,-37.7398299999995,2982.98065
2835,0408010P0AAAWAW,Phenobarbital sodium 25mg/5ml oral solution,generic,-140.73938,-281.47876,764.55321
2836,0408010P0AAAWAW,Phenobarbital sodium 25mg/5ml oral suspension,generic,-140.73938,-281.47876,764.55321
2837,0408010P0AAAWAW,Phenobarbital sodium 25mg/5ml oral solution,generic,-140.73938,-281.47876,764.55321
2838,0408010P0AAAWAW,Phenobarbital sodium 25mg/5ml oral suspension,generic,-140.73938,-281.47876,764.55321
2843,0408010Q0AAAYAY,Phenytoin 90mg/5ml oral solution,generic,27.2797929425837,805.7998,2108.21405
2849,0408010W0AAA2A2,Sodium valproate 500mg gastro-resistant tablets,generic,-0.349473300121737,3833.95699999982,149166.56822
2850,0408010W0AAA7A7,Sodium valproate 500mg/5ml oral solution,generic,-136.111906666667,-408.33572,1141.21872
2851,0408010W0AAA7A7,Sodium valproate 500mg/5ml oral suspension,generic,-136.111906666667,-408.33572,1141.21872
2852,0408010W0AAA7A7,Sodium valproate 500mg/5ml oral solution,generic,-136.111906666667,-408.33572,1141.21872
2853,0408010W0AAA7A7,Sodium valproate 500mg/5ml oral suspension,generic,-136.111906666667,-408.33572,1141.21872
2854,0408010W0AAAHAH,Sodium valproate 400mg powder and solvent for solution for injection vials,generic,347.8725,15.70623,680.03877
2855,0408010W0AAAZAZ,Sodium valproate 200mg gastro-resistant tablets,generic,-0.168910267275559,812.684729999739,36035.6064299998
2878,0408010X0AAATAT,Vigabatrin 250mg/5ml oral solution,generic,2.04688050000004,-335.64205,1383.50581
2881,0408010Y0AAAAAA,Sultiame 50mg tablets,generic,-19.8309741991342,7037.32936,10932.2104
2882,0408010Y0AAABAB,Sultiame 200mg tablets,generic,-89.3767199999999,3973.77486,9178.22421
2883,0408010Z0AAALAL,Phenytoin 90mg/5ml oral suspension,generic,0.0611227644596681,75.2060799999999,5168.78259
2886,0408020Q0AAAIAI,Paraldehyde 50% in Sunflower oil rectal solution,generic,-64.02905,-335.63333,71.77309
2887,0408020Q0AAAJAJ,Paraldehyde 50% in Olive oil rectal solution,generic,-9.46796529900334,-2307.64973,12776.907
2888,0408020V0AAADAD,Midazolam 5mg/5ml oral solution,generic,111.56221,557.81105,1782.6621
2889,0408020V0AAADAD,Midazolam 5mg/5ml oral suspension,generic,111.56221,557.81105,1782.6621
2890,0408020V0AAADAD,Midazolam 5mg/5ml oral solution,generic,111.56221,557.81105,1782.6621
2891,0408020V0AAADAD,Midazolam 5mg/5ml oral suspension,generic,111.56221,557.81105,1782.6621
2892,0408020V0AAAFAF,Midazolam 10mg/5ml oral solution,generic,223.61812,556.73155,666.22686
2893,0408020V0AAAFAF,Midazolam 10mg/5ml oral suspension,generic,223.61812,556.73155,666.22686
2894,0408020V0AAAFAF,Midazolam 10mg/5ml oral solution,generic,223.61812,556.73155,666.22686
2895,0408020V0AAAFAF,Midazolam 10mg/5ml oral suspension,generic,223.61812,556.73155,666.22686
2896,0408020V0AAALAL,Midazolam 10mg/ml oromucosal solution,generic,-37.1652697055067,-6545.74604999999,160151.48579
2897,0408020V0AAALAL,Midazolam 10mg/ml oral solution,generic,-37.1652697055067,-6545.74604999999,160151.48579
2898,0408020V0AAALAL,Midazolam 10mg/1ml oromucosal solution pre-filled oral syringes,generic,-37.1652697055067,-6545.74604999999,160151.48579
2899,0408020V0AAALAL,Midazolam 10mg/ml oromucosal solution,generic,-37.1652697055067,-6545.74604999999,160151.48579
2900,0408020V0AAALAL,Midazolam 10mg/ml oral solution,generic,-37.1652697055067,-6545.74604999999,160151.48579
2901,0408020V0AAALAL,Midazolam 10mg/1ml oromucosal solution pre-filled oral syringes,generic,-37.1652697055067,-6545.74604999999,160151.48579
2902,0408020V0AAALAL,Midazolam 10mg/ml oromucosal solution,generic,-37.1652697055067,-6545.74604999999,160151.48579
2903,0408020V0AAALAL,Midazolam 10mg/ml oral solution,generic,-37.1652697055067,-6545.74604999999,160151.48579
2904,0408020V0AAALAL,Midazolam 10mg/1ml oromucosal solution pre-filled oral syringes,generic,-37.1652697055067,-6545.74604999999,160151.48579
2906,0408020W0AAAAAA,Midazolam 2.5mg/0.5ml oromucosal solution pre-filled oral syringes,generic,1.24241478167643,-2219.98633,12961.86691
2907,0408020W0AAAAAA,Midazolam 2.5mg/0.5ml oromucosal solution pre-filled syringes,generic,1.24241478167643,-2219.98633,12961.86691
2908,0408020W0AAAAAA,Midazolam 2.5mg/0.5ml oromucosal solution pre-filled oral syringes,generic,1.24241478167643,-2219.98633,12961.86691
2909,0408020W0AAAAAA,Midazolam 2.5mg/0.5ml oromucosal solution pre-filled syringes,generic,1.24241478167643,-2219.98633,12961.86691
2910,0408020W0AAABAB,Midazolam 5mg/1ml oromucosal solution pre-filled oral syringes,generic,2.79530116337371,-3319.80050999996,35802.13439
2911,0408020W0AAABAB,Midazolam 5mg/1ml oromucosal solution pre-filled syringes,generic,2.79530116337371,-3319.80050999996,35802.13439
2912,0408020W0AAABAB,Midazolam 5mg/1ml oromucosal solution pre-filled oral syringes,generic,2.79530116337371,-3319.80050999996,35802.13439
2913,0408020W0AAABAB,Midazolam 5mg/1ml oromucosal solution pre-filled syringes,generic,2.79530116337371,-3319.80050999996,35802.13439
2914,0408020W0AAACAC,Midazolam 7.5mg/1.5ml oromucosal solution pre-filled syringes,generic,-6.52298663596649,-8547.19950999993,38426.12902
2915,0408020W0AAACAC,Midazolam 7.5mg/1.5ml oromucosal solution pre-filled oral syringes,generic,-6.52298663596649,-8547.19950999993,38426.12902
2916,0408020W0AAACAC,Midazolam 7.5mg/1.5ml oromucosal solution pre-filled syringes,generic,-6.52298663596649,-8547.19950999993,38426.12902
2917,0408020W0AAACAC,Midazolam 7.5mg/1.5ml oromucosal solution pre-filled oral syringes,generic,-6.52298663596649,-8547.19950999993,38426.12902
2918,0408020W0AAADAD,Midazolam 10mg/2ml oromucosal solution pre-filled oral syringes,generic,-0.682627086707143,3979.15109000084,133168.791410001
2919,0408020W0AAADAD,Midazolam 10mg/2ml oromucosal solution pre-filled syringes,generic,-0.682627086707143,3979.15109000084,133168.791410001
2920,0408020W0AAADAD,Midazolam 10mg/2ml oromucosal solution pre-filled oral syringes,generic,-0.682627086707143,3979.15109000084,133168.791410001
2921,0408020W0AAADAD,Midazolam 10mg/2ml oromucosal solution pre-filled syringes,generic,-0.682627086707143,3979.15109000084,133168.791410001
2967,0409010N0AAAKAK,Co-careldopa 25mg/100mg/5ml oral solution,generic,-25.7720452380952,311.13,1520.61954
2968,0409010N0AAAPAP,Co-careldopa 6.25mg/25mg/5ml oral suspension,generic,-93.3591875,563.8324,2811.80745
2969,0409010N0AAAUAU,Co-careldopa 25mg/100mg/5ml oral suspension,generic,-1.88624833333333,1233.60808,2984.04876
2970,0409010N0AAAVAV,Co-careldopa 12.5mg/50mg/5ml oral suspension,generic,-0.21315876373626,-1485.6178,3760.41173
2971,0409010N0AAAYAY,Co-careldopa 10mg/40mg/5ml oral suspension,generic,0.0849249999999984,0.169849999999997,395.42172
2987,0409010V0AAACAC,Entacapone 200mg/5ml oral suspension,generic,234.195746666667,1205.02728,1456.2473
3043,0409020C0AAAKAK,Trihexyphenidyl 5mg/5ml oral suspension,generic,35.46506,-227.80738,167.10128
3044,0409020C0AAALAL,Trihexyphenidyl 2mg/5ml oral suspension,generic,4.60589247252744,-7756.09493,2901.62826
3045,0409020C0AAALAL,Trihexyphenidyl 2mg/5ml oral solution,generic,4.60589247252744,-7756.09493,2901.62826
3046,0409020C0AAALAL,Trihexyphenidyl 2mg/5ml oral suspension,generic,4.60589247252744,-7756.09493,2901.62826
3047,0409020C0AAALAL,Trihexyphenidyl 2mg/5ml oral solution,generic,4.60589247252744,-7756.09493,2901.62826
3048,0409020E0AAABAB,Benzatropine 2mg tablets,generic,-8.27629607007576,-197.6071,2218.73435
3049,0409020N0AAAIAI,Orphenadrine 50mg tablets,generic,-13.2784706832298,-422.61432,182.32588
3054,0409030C0AAARAR,Tetrabenazine 25mg/5ml oral suspension,generic,0.513816809210525,276.97746,1702.12381
3055,0409030C0AAASAS,Tetrabenazine 12.5mg/5ml oral suspension,generic,0.0331553333333403,0.497330000000147,1158.14042
3057,0409030P0AAAAAA,Piracetam 333.3mg/ml oral solution sugar free,generic,-6.71780782651832,681.09818,5532.51285
3066,0410020B0AAAPAP,Nicotine 7mg/24hours transdermal patches,generic,-4.20656946686747,-1608.41663,15085.72445
3119,0410020D0AAAAAA,Nicotine bitartrate 2mg lozenges sugar free,generic,-2.4902425,5.13129000000001,75.4613
3132,0410030C0AAAEAE,Methadone 1mg/ml oral solution colour free,generic,-7.12041585714285,-276.96566,480.11017
3133,0410030C0AAAJAJ,Methadone 1mg/ml oral suspension colour free sugar free,generic,117.780420760135,6477.28722,8092.07705
3134,0410030C0AAAJAJ,Methadone 1mg/ml oral solution colour free sugar free,generic,117.780420760135,6477.28722,8092.07705
3135,0410030C0AAAJAJ,Methadone 1mg/ml oral suspension colour free sugar free,generic,117.780420760135,6477.28722,8092.07705
3136,0410030C0AAAJAJ,Methadone 1mg/ml oral solution colour free sugar free,generic,117.780420760135,6477.28722,8092.07705
3137,0410030C0AAAMAM,Methadone 50mg/5ml oral solution,generic,71.662645,130.55487,156.09571
3138,0410030C0AAAMAM,Methadone 50mg/5ml oral suspension,generic,71.662645,130.55487,156.09571
3139,0410030C0AAAMAM,Methadone 50mg/5ml oral solution,generic,71.662645,130.55487,156.09571
3140,0410030C0AAAMAM,Methadone 50mg/5ml oral suspension,generic,71.662645,130.55487,156.09571
3145,0410030E0AAAIAI,Naltrexone 3mg capsules,generic,-16.1475564318181,240.289720000002,9748.11175
3146,0410030E0AAAKAK,Naltrexone 4.5mg capsules,generic,-52.7192047559476,-1603.93464000001,24578.61521
3147,0410030E0AAANAN,Naltrexone 1.5mg capsules,generic,0.108679999999993,0.108679999999993,253.01733
3148,0410030E0AAATAT,Naltrexone 5mg/5ml oral suspension,generic,-0.822684920634913,-291.24947,993.45857
3149,0410030E0AAAVAV,Naltrexone 5mg/5ml oral solution,generic,11.054685,435.21046,2117.87968
3152,0411000D0AAAHAH,Donepezil 5mg orodispersible tablets,generic,-3.52367405420668,127.981709999999,3571.98399
3153,0411000D0AAAIAI,Donepezil 10mg orodispersible tablets,generic,0.563998176154783,738.285329999997,12810.12942
3157,0411000E0AAAHAH,Rivastigmine 2mg/ml oral solution,generic,-9.12512866666668,254.87845,676.13421
3196,0411000G0AAAEAE,Memantine 5mg/10mg/15mg/20mg tablets treatment initiation pack,generic,3.29129350724978,7335.19934,12183.0234
3210,0501011P0AAADAD,Phenoxymethylpenicillin 125mg/5ml oral solution sugar free,generic,4.25217682624561,67506.7931499975,278086.820749999
3211,0501011P0AAAFAF,Phenoxymethylpenicillin 250mg/5ml oral solution sugar free,generic,1.01626331467925,-14931.9107900025,277287.658389998
3212,0501012G0AAADAD,Flucloxacillin 500mg powder for solution for injection vials,generic,-23.877905,-47.75581,79.76607
3213,0501012G0AAAEAE,Flucloxacillin 1g powder for solution for injection vials,generic,72.2158333333334,216.6475,617.5035
3218,0501013C0AAACAC,Amoxicillin 250mg powder for solution for injection vials,generic,38.01438,38.01438,46.89469
3219,0501013K0AAAFAF,Co-amoxiclav 1000mg/200mg powder for solution for injection vials,generic,34.843186,201.80833,312.17793
3225,0501014S0AAABAB,Piperacillin 4g / Tazobactam 500mg powder for solution for injection vials,generic,297.834155,595.66831,1182.83698
3226,0501014S0AAABAB,Piperacillin 4g / Tazobactam 500mg powder for solution for infusion vials,generic,297.834155,595.66831,1182.83698
3227,0501014S0AAABAB,Piperacillin 4g / Tazobactam 500mg powder for solution for injection vials,generic,297.834155,595.66831,1182.83698
3228,0501014S0AAABAB,Piperacillin 4g / Tazobactam 500mg powder for solution for infusion vials,generic,297.834155,595.66831,1182.83698
3236,0501021C0AAACAC,Cefixime 400mg tablets,generic,-2.22842266666667,-33.42634,35.24115
3238,0501021D0AAABAB,Cefotaxime 1g powder for solution for injection vials,generic,9.77891,45.61038,52.10512
3239,0501021G0AAADAD,Ceftriaxone 2g powder for solution for infusion vials,generic,-2.06737161384976,-280.757029999999,9365.34544
3240,0501021H0AAABAB,Ceftazidime 1g powder for solution for injection vials,generic,128.768565,772.61139,1075.90501
3241,0501021H0AAACAC,Ceftazidime 2g powder for solution for injection vials,generic,72.9004571428571,641.9798,663.9259
3242,0501021J0AAABAB,Cefuroxime 750mg powder for injection vials,generic,0.021099142857139,-98.31991,246.16901
3246,0501021L0AAAEAE,Cefalexin 500mg/5ml oral suspension,generic,-3.51708,-66.8245200000001,339.00811
3247,0501021L0AAANAN,Cefalexin 125mg/5ml oral suspension sugar free,generic,-0.0258512824347934,-32.2463000000001,473.33553
3248,0501021L0AAAPAP,Cefalexin 250mg/5ml oral suspension sugar free,generic,-0.123566007353038,42.7494399999999,644.19528
3257,0501030F0AAAGAG,Demeclocycline 150mg/5ml oral suspension,generic,179.52249,179.52249,471.3718
3258,0501030F0AAAGAG,Demeclocycline 150mg/5ml oral solution,generic,179.52249,179.52249,471.3718
3259,0501030F0AAAGAG,Demeclocycline 150mg/5ml oral suspension,generic,179.52249,179.52249,471.3718
3260,0501030F0AAAGAG,Demeclocycline 150mg/5ml oral solution,generic,179.52249,179.52249,471.3718
3261,0501030I0AAAHAH,Doxycycline 50mg/5ml oral suspension,generic,-2.74439444444442,364.82383,3481.01087
3262,0501030I0AAAHAH,Doxycycline 50mg/5ml oral solution,generic,-2.74439444444442,364.82383,3481.01087
3263,0501030I0AAAHAH,Doxycycline 50mg/5ml oral suspension,generic,-2.74439444444442,364.82383,3481.01087
3264,0501030I0AAAHAH,Doxycycline 50mg/5ml oral solution,generic,-2.74439444444442,364.82383,3481.01087
3273,0501040C0AAAAAA,Amikacin 500mg/2ml solution for injection vials,generic,278.48992,278.48992,334.1716
3274,0501040H0AAAAAA,Gentamicin 80mg/2ml solution for injection ampoules,generic,-9.25793437041054,-2411.03842,7217.38799
3275,0501040H0AAAMAM,Gentamicin 80mg/2ml solution for injection vials,generic,-10.0565824656863,272.52962,3128.58535
3276,0501040H0AAAWAW,Gentamicin 50mg/5ml oral solution,generic,-15.38534,109.40456,249.5798
