,bnf_code,name,vpid,form,form_indicator,form_size,form_units,unit_of_measure,numerator,numerator_unit_of_measure,denominator,denominator_unit_of_measure,ingredient_count,squ,bnf_name,adq_value,adq_denominator,dose_multiplier,quantity_denominator,adq_per_quantity
3713,0407020B0BBADAD,Temgesic 400microgram sublingual tablets,322492007,Sublingual tablet,Discrete,1.0,tablet,tablet,0.0004,g,,nan,1.0,unit,Temgesic_Tab Subling 400mcg,0.0006,g,1.0,unit,0.6666666666666667
3714,0407020B0BDAAAE,Transtec 35micrograms/hour transdermal patches,407895000,Transdermal patch,Discrete,1.0,patch,patch,3.5000000000000004e-05,g,1.0,hour,1.0,unit,Transtec_T/Derm Patch 35mcg/hr (20mg),0.0011200000000000001,g,1.0,unit,
3715,0407020B0BDABAF,Transtec 52.5micrograms/hour transdermal patches,407896004,Transdermal patch,Discrete,1.0,patch,patch,5.2499999999999995e-05,g,1.0,hour,1.0,unit,Transtec_T/Derm Patch 52.5mcg/hr (30mg),0.0016799999999999999,g,1.0,unit,
3716,0407020B0BDACAG,Transtec 70micrograms/hour transdermal patches,407897008,Transdermal patch,Discrete,1.0,patch,patch,7.000000000000001e-05,g,1.0,hour,1.0,unit,Transtec_T/Derm Patch 70mcg/hr (40mg),0.0022400000000000002,g,1.0,unit,
3717,0407020B0BEAAAH,BuTrans 5micrograms/hour transdermal patches,9567211000001104,Transdermal patch,Discrete,1.0,patch,patch,5e-06,g,1.0,hour,1.0,unit,BuTrans_Transdermal Patch 5mcg/hr,0.00028000000000000003,g,1.0,unit,
3718,0407020B0BEABAI,BuTrans 10micrograms/hour transdermal patches,9567411000001100,Transdermal patch,Discrete,1.0,patch,patch,1e-05,g,1.0,hour,1.0,unit,BuTrans_Transdermal Patch 10mcg/hr,0.0005600000000000001,g,1.0,unit,
3719,0407020B0BEACAJ,BuTrans 20micrograms/hour transdermal patches,9567311000001107,Transdermal patch,Discrete,1.0,patch,patch,2e-05,g,1.0,hour,1.0,unit,BuTrans_Transdermal Patch 20mcg/hr,0.0011200000000000001,g,1.0,unit,
3720,0407020B0BFAAAB,Tephine 200microgram sublingual tablets,322498006,Sublingual tablet,Discrete,1.0,tablet,tablet,0.0002,g,,nan,1.0,unit,Tephine_Tab Subling 200mcg,0.0006,g,1.0,unit,0.33333333333333337
3721,0407020B0BFABAD,Tephine 400microgram sublingual tablets,322492007,Sublingual tablet,Discrete,1.0,tablet,tablet,0.0004,g,,nan,1.0,unit,Tephine_Tab Subling 400mcg,0.0006,g,1.0,unit,0.6666666666666667
3722,0407020B0BGAAAE,Hapoctasin 35micrograms/hour transdermal patches,407895000,Transdermal patch,Discrete,1.0,patch,patch,3.5000000000000004e-05,g,1.0,hour,1.0,unit,Hapoctasin_Patch 35mcg/hr,0.0011200000000000001,g,1.0,unit,
3723,0407020B0BGABAF,Hapoctasin 52.5micrograms/hour transdermal patches,407896004,Transdermal patch,Discrete,1.0,patch,patch,5.2499999999999995e-05,g,1.0,hour,1.0,unit,Hapoctasin_Patch 52.5mcg/hr,0.0016799999999999999,g,1.0,unit,
3724,0407020B0BGACAG,Hapoctasin 70micrograms/hour transdermal patches,407897008,Transdermal patch,Discrete,1.0,patch,patch,7.000000000000001e-05,g,1.0,hour,1.0,unit,Hapoctasin_Patch 70mcg/hr,0.0022400000000000002,g,1.0,unit,
3725,0407020B0BHAAAH,Butec 5micrograms/hour transdermal patches,9567211000001104,Transdermal patch,Discrete,1.0,patch,patch,5e-06,g,1.0,hour,1.0,unit,Butec_Transdermal Patch 5mcg/hr,0.00028000000000000003,g,1.0,unit,
3726,0407020B0BHABAI,Butec 10micrograms/hour transdermal patches,9567411000001100,Transdermal patch,Discrete,1.0,patch,patch,1e-05,g,1.0,hour,1.0,unit,Butec_Transdermal Patch 10mcg/hr,0.0005600000000000001,g,1.0,unit,
3727,0407020B0BHACAJ,Butec 20micrograms/hour transdermal patches,9567311000001107,Transdermal patch,Discrete,1.0,patch,patch,2e-05,g,1.0,hour,1.0,unit,Butec_Transdermal Patch 20mcg/hr,0.0011200000000000001,g,1.0,unit,
3728,0407020B0BIAAAE,Bupeaze 35micrograms/hour transdermal patches,407895000,Transdermal patch,Discrete,1.0,patch,patch,3.5000000000000004e-05,g,1.0,hour,1.0,unit,Bupeaze_Transdermal Patch 35mcg/hr(96hr),0.0011200000000000001,g,1.0,unit,
3729,0407020B0BIABAF,Bupeaze 52.5micrograms/hour transdermal patches,407896004,Transdermal patch,Discrete,1.0,patch,patch,5.2499999999999995e-05,g,1.0,hour,1.0,unit,Bupeaze_TransdermalPatch52.5mcg/hr(96hr),0.0016799999999999999,g,1.0,unit,
3730,0407020B0BIACAG,Bupeaze 70micrograms/hour transdermal patches,407897008,Transdermal patch,Discrete,1.0,patch,patch,7.000000000000001e-05,g,1.0,hour,1.0,unit,Bupeaze_Transdermal Patch 70mcg/hr(96hr),0.0022400000000000002,g,1.0,unit,
3731,0407020B0BJAAAE,Prenotrix 35micrograms/hour transdermal patches,407895000,Transdermal patch,Discrete,1.0,patch,patch,3.5000000000000004e-05,g,1.0,hour,1.0,unit,Prenotrix_T/Derm Patch 35mcg/hr,0.0011200000000000001,g,1.0,unit,
3732,0407020B0BJABAF,Prenotrix 52.5micrograms/hour transdermal patches,407896004,Transdermal patch,Discrete,1.0,patch,patch,5.2499999999999995e-05,g,1.0,hour,1.0,unit,Prenotrix_T/Derm Patch 52.5mcg/hr,0.0016799999999999999,g,1.0,unit,
3733,0407020B0BJACAG,Prenotrix 70micrograms/hour transdermal patches,407897008,Transdermal patch,Discrete,1.0,patch,patch,7.000000000000001e-05,g,1.0,hour,1.0,unit,Prenotrix_T/Derm Patch 70mcg/hr,0.0022400000000000002,g,1.0,unit,
3734,0407020B0BKAAAH,Reletrans 5micrograms/hour transdermal patches,9567211000001104,Transdermal patch,Discrete,1.0,patch,patch,5e-06,g,1.0,hour,1.0,unit,Reletrans_Transdermal Patch 5mcg/hr,0.00028000000000000003,g,1.0,unit,
3735,0407020B0BKABAI,Reletrans 10micrograms/hour transdermal patches,9567411000001100,Transdermal patch,Discrete,1.0,patch,patch,1e-05,g,1.0,hour,1.0,unit,Reletrans_Transdermal Patch 10mcg/hr,0.0005600000000000001,g,1.0,unit,
3736,0407020B0BKADAJ,Reletrans 20micrograms/hour transdermal patches,9567311000001107,Transdermal patch,Discrete,1.0,patch,patch,2e-05,g,1.0,hour,1.0,unit,Reletrans_Transdermal Patch 20mcg/hr,0.0011200000000000001,g,1.0,unit,
3737,0407020B0BLAAAH,Panitaz 5micrograms/hour transdermal patches,9567211000001104,Transdermal patch,Discrete,1.0,patch,patch,5e-06,g,1.0,hour,1.0,unit,Panitaz_Transdermal Patch 5mcg/hr,0.00028000000000000003,g,1.0,unit,
3738,0407020B0BLABAI,Panitaz 10micrograms/hour transdermal patches,9567411000001100,Transdermal patch,Discrete,1.0,patch,patch,1e-05,g,1.0,hour,1.0,unit,Panitaz_Transdermal Patch 10mcg/hr,0.0005600000000000001,g,1.0,unit,
3739,0407020B0BLACAJ,Panitaz 20micrograms/hour transdermal patches,9567311000001107,Transdermal patch,Discrete,1.0,patch,patch,2e-05,g,1.0,hour,1.0,unit,Panitaz_Transdermal Patch 20mcg/hr,0.0011200000000000001,g,1.0,unit,
3740,0407020B0BMAAAH,Sevodyne 5micrograms/hour transdermal patches,9567211000001104,Transdermal patch,Discrete,1.0,patch,patch,5e-06,g,1.0,hour,1.0,unit,Sevodyne_Transdermal Patch 5mcg/hr,0.00028000000000000003,g,1.0,unit,
3741,0407020B0BMABAI,Sevodyne 10micrograms/hour transdermal patches,9567411000001100,Transdermal patch,Discrete,1.0,patch,patch,1e-05,g,1.0,hour,1.0,unit,Sevodyne_Transdermal Patch 10mcg/hr,0.0005600000000000001,g,1.0,unit,
3742,0407020B0BMACAJ,Sevodyne 20micrograms/hour transdermal patches,9567311000001107,Transdermal patch,Discrete,1.0,patch,patch,2e-05,g,1.0,hour,1.0,unit,Sevodyne_Transdermal Patch 20mcg/hr,0.0011200000000000001,g,1.0,unit,
3743,0407020B0BNAAAE,Buplast 35micrograms/hour transdermal patches,407895000,Transdermal patch,Discrete,1.0,patch,patch,3.5000000000000004e-05,g,1.0,hour,1.0,unit,Buplast_Transdermal Patch 35mcg/hr,0.0011200000000000001,g,1.0,unit,
3744,0407020B0BNABAF,Buplast 52.5micrograms/hour transdermal patches,407896004,Transdermal patch,Discrete,1.0,patch,patch,5.2499999999999995e-05,g,1.0,hour,1.0,unit,Buplast_Transdermal Patch 52.5mcg/hr,0.0016799999999999999,g,1.0,unit,
3745,0407020B0BNACAG,Buplast 70micrograms/hour transdermal patches,407897008,Transdermal patch,Discrete,1.0,patch,patch,7.000000000000001e-05,g,1.0,hour,1.0,unit,Buplast_Transdermal Patch 70mcg/hr,0.0022400000000000002,g,1.0,unit,
3746,0407020C0AAABAB,Codeine 25mg/5ml oral solution,322505002,Oral solution,Discrete,5.0,ml,spoonful,0.005,g,1.0,ml,1.0,ml,Codeine Phos_Oral Soln 25mg/5ml,0.09,g,1.0,ml,0.05555555555555556
3747,0407020C0AAADAD,Codeine 15mg tablets,322502004,Tablet,Discrete,1.0,tablet,tablet,0.015,g,,nan,1.0,unit,Codeine Phos_Tab 15mg,0.09,g,1.0,unit,0.16666666666666666
3748,0407020C0AAAEAE,Codeine 30mg tablets,322503009,Tablet,Discrete,1.0,tablet,tablet,0.03,g,,nan,1.0,unit,Codeine Phos_Tab 30mg,0.09,g,1.0,unit,0.3333333333333333
3749,0407020C0AAAFAF,Codeine 60mg tablets,322504003,Tablet,Discrete,1.0,tablet,tablet,0.06,g,,nan,1.0,unit,Codeine Phos_Tab 60mg,0.09,g,1.0,unit,0.6666666666666666
3750,0407020C0AAAPAP,Codeine 30mg/5ml oral solution,11815411000001101,Oral solution,Continuous,,,,0.006,g,1.0,ml,1.0,ml,Codeine Phos_Liq Spec 30mg/5ml,0.09,g,1.0,ml,0.06666666666666667
3751,0407020C0AAAVAV,Codeine 60mg/5ml oral solution,11815611000001103,Oral solution,Continuous,,,,0.012,g,1.0,ml,1.0,ml,Codeine Phos_Liq Spec 60mg/5ml,0.09,g,1.0,ml,0.13333333333333333
3752,0407020C0AAAXAX,Codeine 5mg/5ml oral solution,8428111000001105,Oral solution,Continuous,,,,0.001,g,1.0,ml,1.0,ml,Codeine Phos_Liq Spec 5mg/5ml,0.09,g,1.0,ml,0.011111111111111112
3753,0407020C0AAAXAX,Codeine 5mg/5ml oral suspension,8428211000001104,Oral suspension,Continuous,,,,0.001,g,1.0,ml,1.0,ml,Codeine Phos_Liq Spec 5mg/5ml,0.09,g,1.0,ml,0.011111111111111112
3754,0407020C0AAAYAY,Codeine 10mg/5ml oral solution,8427911000001107,Oral solution,Continuous,,,,0.002,g,1.0,ml,1.0,ml,Codeine Phos_Liq Spec 10mg/5ml,0.09,g,1.0,ml,0.022222222222222223
3755,0407020C0AAAYAY,Codeine 10mg/5ml oral suspension,8428011000001109,Oral suspension,Continuous,,,,0.002,g,1.0,ml,1.0,ml,Codeine Phos_Liq Spec 10mg/5ml,0.09,g,1.0,ml,0.022222222222222223
3756,0407020D0AAADAD,Dextromoramide 5mg tablets,322514007,Tablet,Discrete,1.0,tablet,tablet,0.005,g,,nan,1.0,unit,Dextromoramide Tart_Tab 5mg,0.02,g,1.0,unit,0.25
3757,0407020D0BBAAAD,Palfium 5mg tablets,322514007,Tablet,Discrete,1.0,tablet,tablet,0.005,g,,nan,1.0,unit,Palfium_Tab 5mg,0.02,g,1.0,unit,0.25
3758,0407020G0AAAAAA,Dihydrocodeine 10mg/5ml oral solution,322540001,Oral solution,Discrete,5.0,ml,spoonful,0.002,g,1.0,ml,1.0,ml,Dihydrocodeine Tart_Oral Soln 10mg/5ml,0.12,g,1.0,ml,0.016666666666666666
3759,0407020G0AAABAB,Dihydrocodeine 50mg/1ml solution for injection ampoules,322541002,Solution for injection,Discrete,1.0,ml,ampoule,0.05,g,1.0,ml,1.0,unit,Dihydrocodeine Tart_Inj 50mg/ml 1ml Amp,0.12,g,1.0,unit,0.4166666666666667
3760,0407020G0AAACAC,Dihydrocodeine 30mg tablets,322539003,Tablet,Discrete,1.0,tablet,tablet,0.03,g,,nan,1.0,unit,Dihydrocodeine Tart_Tab 30mg,0.12,g,1.0,unit,0.25
3761,0407020G0AAAMAM,Dihydrocodeine 30mg/5ml oral solution,11648911000001102,Oral solution,Continuous,,,,0.006,g,1.0,ml,1.0,ml,Dihydrocodeine Tart_Liq Spec 30mg/5ml,0.12,g,1.0,ml,0.05
3762,0407020G0AAANAN,Dihydrocodeine 15mg/5ml oral solution,11648811000001107,Oral solution,Continuous,,,,0.003,g,1.0,ml,1.0,ml,Dihydrocodeine Tart_Liq Spec 15mg/5ml,0.12,g,1.0,ml,0.025
3763,0407020G0AAAPAP,Dihydrocodeine 10mg/5ml oral suspension,8457311000001105,Oral suspension,Continuous,,,,0.002,g,1.0,ml,1.0,ml,Dihydrocodeine Tart_Liq Spec 10mg/5ml,0.12,g,1.0,ml,0.016666666666666666
3764,0407020G0AAARAR,Dihydrocodeine 60mg/5ml oral solution,8457211000001102,Oral solution,Continuous,,,,0.012,g,1.0,ml,1.0,ml,Dihydrocodeine Tart_Liq Spec 60mg/5ml,0.12,g,1.0,ml,0.1
3765,0407020G0AAARAR,Dihydrocodeine 60mg/5ml oral suspension,8457111000001108,Oral suspension,Continuous,,,,0.012,g,1.0,ml,1.0,ml,Dihydrocodeine Tart_Liq Spec 60mg/5ml,0.12,g,1.0,ml,0.1
3766,0407020G0BBAAAD,DHC Continus 60mg tablets,322546007,Modified-release tablet,Discrete,1.0,tablet,tablet,0.06,g,,nan,1.0,unit,Dhc Continus_Tab 60mg,0.12,g,1.0,unit,0.5
3767,0407020G0BBABAE,DHC Continus 90mg tablets,322550000,Modified-release tablet,Discrete,1.0,tablet,tablet,0.09,g,,nan,1.0,unit,Dhc Continus_Tab 90mg,0.12,g,1.0,unit,0.75
3768,0407020G0BBACAF,DHC Continus 120mg tablets,322551001,Modified-release tablet,Discrete,1.0,tablet,tablet,0.12,g,,nan,1.0,unit,Dhc Continus_Tab 120mg,0.12,g,1.0,unit,1.0
3769,0407020G0BCADAI,DF 118 Forte 40mg tablets,322553003,Tablet,Discrete,1.0,tablet,tablet,0.04,g,,nan,1.0,unit,DF 118 Fte_Tab 40mg,0.12,g,1.0,unit,0.33333333333333337
3770,0407020H0AAABAB,Dipipanone 10mg / Cyclizine 30mg tablets,322556006,Tablet,Discrete,1.0,tablet,tablet,0.01,g,,nan,2.0,unit,Dipipanone HCl/Cyclizine HCl_Tab 10/30mg,4.0,,1.0,unit,0.25
3771,0407020H0AAABAB,Dipipanone 10mg / Cyclizine 30mg tablets,322556006,Tablet,Discrete,1.0,tablet,tablet,0.03,g,,nan,2.0,unit,Dipipanone HCl/Cyclizine HCl_Tab 10/30mg,4.0,,1.0,unit,0.25
3772,0407020H0BBAAAB,Diconal tablets,322556006,Tablet,Discrete,1.0,tablet,tablet,0.01,g,,nan,2.0,unit,Diconal_Tab,4.0,,1.0,unit,0.25
3773,0407020H0BBAAAB,Diconal tablets,322556006,Tablet,Discrete,1.0,tablet,tablet,0.03,g,,nan,2.0,unit,Diconal_Tab,4.0,,1.0,unit,0.25
3774,0407020K0AAAAAA,Diamorphine 5mg powder for solution for injection ampoules,34819611000001105,Powder for solution for injection,Discrete,1.0,ampoule,ampoule,0.005,g,,nan,1.0,unit,Diamorph HCl_Inj 5mg Amp,0.03,g,1.0,unit,0.16666666666666669
3775,0407020K0AAABAB,Diamorphine 10mg powder for solution for injection ampoules,322524004,Powder for solution for injection,Discrete,1.0,ampoule,ampoule,0.01,g,,nan,1.0,unit,Diamorph HCl_Inj 10mg Amp,0.03,g,1.0,unit,0.33333333333333337
3776,0407020K0AAACAC,Diamorphine 15mg powder for solution for injection ampoules,12389011000001108,Powder for solution for injection,Discrete,1.0,ampoule,ampoule,0.015,g,,nan,1.0,unit,Diamorph HCl_Inj 15mg Amp,0.03,g,1.0,unit,0.5
3777,0407020K0AAAEAE,Diamorphine 30mg powder for solution for injection ampoules,322525003,Powder for solution for injection,Discrete,1.0,ampoule,ampoule,0.03,g,,nan,1.0,unit,Diamorph HCl_Inj 30mg Amp,0.03,g,1.0,unit,1.0
3778,0407020K0AAAFAF,Diamorphine 100mg powder for solution for injection ampoules,322526002,Powder for solution for injection,Discrete,1.0,ampoule,ampoule,0.1,g,,nan,1.0,unit,Diamorph HCl_Inj 100mg Amp,0.03,g,1.0,unit,3.3333333333333335
3779,0407020K0AAAGAG,Diamorphine 500mg powder for solution for injection ampoules,322527006,Powder for solution for injection,Discrete,1.0,ampoule,ampoule,0.5,g,,nan,1.0,unit,Diamorph HCl_Inj 500mg Amp,0.03,g,1.0,unit,16.666666666666668
3780,0407020K0AABCBC,Diamorphine 100mg impregnated cigarettes,12291811000001109,Impregnated cigarette,Discrete,1.0,cigarette,cigarette,0.1,g,,nan,1.0,unit,Diamorph HCl_Reefer 100mg,0.03,g,1.0,unit,3.3333333333333335
3781,0407020K0AACBCB,Diamorphine 10mg tablets,322522000,Tablet,Discrete,1.0,tablet,tablet,0.01,g,,nan,1.0,unit,Diamorph HCl_Tab 10mg,0.03,g,1.0,unit,0.33333333333333337
3782,0407020K0AADGDG,Diamorphine 50mg/5ml oral solution,11720411000001101,Oral solution,Continuous,,,,0.01,g,1.0,ml,1.0,ml,Diamorph HCl_Liq Spec 50mg/5ml,0.03,g,1.0,ml,0.33333333333333337
3783,0407020K0AADIDI,Diamorphine 10mg/5ml oral solution,12291711000001101,Oral solution,Continuous,,,,0.002,g,1.0,ml,1.0,ml,Diamorph HCl_Liq Spec 10mg/5ml,0.03,g,1.0,ml,0.06666666666666667
3784,0407020K0AADJDJ,Diamorphine 25mg/5ml oral solution,11719811000001103,Oral solution,Continuous,,,,0.005,g,1.0,ml,1.0,ml,Diamorph HCl_Liq Spec 25mg/5ml,0.03,g,1.0,ml,0.16666666666666669
3785,0407020K0AADKDK,Diamorphine 5mg/5ml oral solution,12292411000001102,Oral solution,Continuous,,,,0.001,g,1.0,ml,1.0,ml,Diamorph HCl_Liq Spec 5mg/5ml,0.03,g,1.0,ml,0.03333333333333333
3786,0407020K0AADXDX,Diamorphine 100mg/5ml oral solution,11719111000001105,Oral solution,Continuous,,,,0.02,g,1.0,ml,1.0,ml,Diamorph HCl_Liq Spec 100mg/5ml,0.03,g,1.0,ml,0.6666666666666667
3787,0407020K0AAEFEF,Diamorphine 5mg powder for solution for injection vials,16073811000001106,Powder for solution for injection,Discrete,1.0,vial,vial,0.005,g,,nan,1.0,unit,Diamorph HCl_Inj 5mg Vl (Dry),0.03,g,1.0,unit,0.16666666666666669
3788,0407020K0AAEGEG,Diamorphine 10mg powder for solution for injection vials,16073511000001108,Powder for solution for injection,Discrete,1.0,vial,vial,0.01,g,,nan,1.0,unit,Diamorph HCl_Inj 10mg Vl (Dry),0.03,g,1.0,unit,0.33333333333333337
3789,0407020K0AAEHEH,Diamorphine 100mg powder for solution for injection vials,16073411000001109,Powder for solution for injection,Discrete,1.0,vial,vial,0.1,g,,nan,1.0,unit,Diamorph HCl_Inj 100mg Vl (Dry),0.03,g,1.0,unit,3.3333333333333335
3790,0407020K0AAEIEI,Diamorphine 500mg powder for solution for injection vials,16073711000001103,Powder for solution for injection,Discrete,1.0,vial,vial,0.5,g,,nan,1.0,unit,Diamorph HCl_Inj 500mg Vl (Dry),0.03,g,1.0,unit,16.666666666666668
3791,0407020K0AAEMEM,Diamorphine 30mg powder for solution for injection vials,16073611000001107,Powder for solution for injection,Discrete,1.0,vial,vial,0.03,g,,nan,1.0,unit,Diamorph HCl_Inj 30mg Vl (Dry),0.03,g,1.0,unit,1.0
3792,0407020K0AAFNFN,Diamorphine 130mg/5ml oral solution,19946711000001109,Oral solution,Continuous,,,,0.026,g,1.0,ml,1.0,ml,Diamorph HCl_Liq Spec 130mg/5ml,0.03,g,1.0,ml,0.8666666666666667
3793,0407020L0BBAAAB,Meptid 200mg tablets,333936002,Tablet,Discrete,1.0,tablet,tablet,0.2,g,,nan,1.0,unit,Meptid_Tab 200mg,0.6,g,1.0,unit,0.33333333333333337
3794,0407020L0BBABAA,Meptid 100mg/1ml solution for injection ampoules,333937006,Solution for injection,Discrete,1.0,ml,ampoule,0.1,g,1.0,ml,1.0,unit,Meptid_Inj 100mg/ml 1ml Amp,0.6,g,1.0,unit,0.16666666666666669
3795,0407020P0AAACAC,Morphine hydrochloride 30mg suppositories,322447000,Suppository,Discrete,1.0,suppository,suppository,0.03,g,,nan,1.0,unit,Morph HCl_Suppos 30mg,0.03,g,1.0,unit,1.0
3796,0407020P0AAAPAP,Morphine hydrochloride 100mg/5ml oral solution,12140611000001107,Oral solution,Continuous,,,,0.02,g,1.0,ml,1.0,ml,Morph HCl_Liq Spec 100mg/5ml,0.1,g,1.0,ml,0.19999999999999998
3797,0407020P0AAAQAQ,Morphine hydrochloride 10mg suppositories,12390511000001107,Suppository,Discrete,1.0,suppository,suppository,0.01,g,,nan,1.0,unit,Morph HCl_Suppos 10mg,0.03,g,1.0,unit,0.33333333333333337
3798,0407020P0AAARAR,Morphine hydrochloride 5mg/5ml oral solution,12141111000001105,Oral solution,Continuous,,,,0.001,g,1.0,ml,1.0,ml,Morph HCl_Liq Spec 5mg/5ml,0.1,g,1.0,ml,0.01
3799,0407020P0AAASAS,Morphine hydrochloride 10mg/5ml oral solution,12140711000001103,Oral solution,Continuous,,,,0.002,g,1.0,ml,1.0,ml,Morph HCl_Liq Spec 10mg/5ml,0.1,g,1.0,ml,0.02
3800,0407020P0AAAWAW,Morphine hydrochloride 1.5mg/5ml oral solution,12140511000001108,Oral solution,Continuous,,,,0.0003,g,1.0,ml,1.0,ml,Morph HCl_Liq Spec 1.5mg/5ml,0.1,g,1.0,ml,0.0029999999999999996
3801,0407020P0AAAYAY,Morphine hydrochloride 20mg/5ml oral solution,20146311000001106,Oral solution,Continuous,,,,0.004,g,1.0,ml,1.0,ml,Morph HCl_Liq Spec 20mg/5ml,0.1,g,1.0,ml,0.04
3802,0407020P0AAAZAZ,Morphine hydrochloride 10mg/10ml solution for injection pre-filled syringes,21579211000001106,Solution for injection,Discrete,10.0,ml,pre-filled disposable injection,0.001,g,1.0,ml,1.0,unit,Morph HCl_Inj 10mg/10ml Pfs,0.03,g,1.0,unit,0.33333333333333337
3803,0407020P0AABCBC,Morphine hydrochloride 5mg/5ml solution for injection ampoules,21579711000001104,Solution for injection,Discrete,5.0,ml,ampoule,0.001,g,1.0,ml,1.0,unit,Morph HCl_Inj 5mg/5ml Amp,0.03,g,1.0,unit,0.16666666666666669
3804,0407020Q0AAA2A2,Morphine sulfate 5mg/1ml solution for injection ampoules,12391711000001105,Solution for injection,Discrete,1.0,ml,ampoule,0.005,g,1.0,ml,1.0,unit,Morph Sulf_Inj 5mg/1ml Amp,0.03,g,1.0,unit,0.16666666666666669
3805,0407020Q0AAA4A4,Morphine sulfate 1mg/1ml solution for injection ampoules,22401911000001100,Solution for injection,Discrete,1.0,ml,ampoule,0.001,g,1.0,ml,1.0,unit,Morph Sulf_Inj 1mg/1ml Amp,0.03,g,1.0,unit,0.03333333333333333
3806,0407020Q0AAA9A9,Morphine sulfate 5mg/5ml solution for injection ampoules,12391811000001102,Solution for injection,Discrete,5.0,ml,ampoule,0.001,g,1.0,ml,1.0,unit,Morph Sulf_Inj 5mg/5ml Amp (Old),0.03,g,1.0,unit,0.16666666666666669
3807,0407020Q0AAAAAA,Morphine sulfate 2mg/10ml solution for injection ampoules,12391211000001103,Solution for injection,Discrete,10.0,ml,ampoule,0.0002,g,1.0,ml,1.0,unit,Morph Sulf_Inj 2mg/10ml Amp,0.03,g,1.0,unit,0.06666666666666667
3808,0407020Q0AAABAB,Morphine sulfate 10mg/1ml solution for injection ampoules,354043009,Solution for injection,Discrete,1.0,ml,ampoule,0.01,g,1.0,ml,1.0,unit,Morph Sulf_Inj 10mg/1ml Amp,0.03,g,1.0,unit,0.33333333333333337
3809,0407020Q0AAACAC,Morphine sulfate 15mg/1ml solution for injection ampoules,354044003,Solution for injection,Discrete,1.0,ml,ampoule,0.015,g,1.0,ml,1.0,unit,Morph Sulf_Inj 15mg/1ml Amp,0.03,g,1.0,unit,0.5
3810,0407020Q0AAADAD,Morphine sulfate 30mg/1ml solution for injection ampoules,333942003,Solution for injection,Discrete,1.0,ml,ampoule,0.03,g,1.0,ml,1.0,unit,Morph Sulf_Inj 30mg/1ml Amp,0.03,g,1.0,unit,1.0
3811,0407020Q0AAAEAE,Morphine sulfate 2.5mg/5ml solution for injection ampoules,12391011000001108,Solution for injection,Discrete,5.0,ml,ampoule,0.0005,g,1.0,ml,1.0,unit,Morph Sulf_Inj 2.5mg/5ml Amp,0.03,g,1.0,unit,0.08333333333333334
3812,0407020Q0AAAFAF,Morphine sulfate 20mg/1ml solution for injection ampoules,333941005,Solution for injection,Discrete,1.0,ml,ampoule,0.02,g,1.0,ml,1.0,unit,Morph Sulf_Inj 20mg/1ml Amp,0.03,g,1.0,unit,0.6666666666666667
3813,0407020Q0AAAGAG,Morphine 200mg modified-release tablets,322716007,Modified-release tablet,Discrete,1.0,tablet,tablet,0.2,g,,nan,1.0,unit,Morph Sulf_Tab 200mg M/R,0.1,g,1.0,unit,2.0
3814,0407020Q0AAAHAH,Morphine 100mg modified-release tablets,322715006,Modified-release tablet,Discrete,1.0,tablet,tablet,0.1,g,,nan,1.0,unit,Morph Sulf_Tab 100mg M/R,0.1,g,1.0,unit,1.0
3815,0407020Q0AAAIAI,Morphine 60mg modified-release tablets,322714005,Modified-release tablet,Discrete,1.0,tablet,tablet,0.06,g,,nan,1.0,unit,Morph Sulf_Tab 60mg M/R,0.1,g,1.0,unit,0.6
3816,0407020Q0AAAKAK,Morphine 10mg modified-release tablets,322711002,Modified-release tablet,Discrete,1.0,tablet,tablet,0.01,g,,nan,1.0,unit,Morph Sulf_Tab 10mg M/R,0.1,g,1.0,unit,0.09999999999999999
3817,0407020Q0AAALAL,Morphine 30mg modified-release tablets,322713004,Modified-release tablet,Discrete,1.0,tablet,tablet,0.03,g,,nan,1.0,unit,Morph Sulf_Tab 30mg M/R,0.1,g,1.0,unit,0.3
3818,0407020Q0AAAMAM,Morphine sulfate 60mg/2ml solution for injection ampoules,354046001,Solution for injection,Discrete,2.0,ml,ampoule,0.03,g,1.0,ml,1.0,unit,Morph Sulf_Inj 60mg/2ml Amp,0.03,g,1.0,unit,2.0
3819,0407020Q0AABCBC,Morphine sulfate 10mg/2ml solution for injection ampoules,12390811000001105,Solution for injection,Discrete,2.0,ml,ampoule,0.005,g,1.0,ml,1.0,unit,Morph Sulf_Inj 10mg/2ml Amp,0.03,g,1.0,unit,0.33333333333333337
3820,0407020Q0AABJBJ,Morphine sulfate 5mg suppositories,370261003,Suppository,Discrete,1.0,suppository,suppository,0.005,g,,nan,1.0,unit,Morph Sulf_Suppos 5mg,0.03,g,1.0,unit,0.16666666666666669
3821,0407020Q0AABLBL,Morphine sulfate 15mg suppositories,322428003,Suppository,Discrete,1.0,suppository,suppository,0.015,g,,nan,1.0,unit,Morph Sulf_Suppos 15mg,0.03,g,1.0,unit,0.5
3822,0407020Q0AABMBM,Morphine sulfate 30mg suppositories,322455007,Suppository,Discrete,1.0,suppository,suppository,0.03,g,,nan,1.0,unit,Morph Sulf_Suppos 30mg,0.03,g,1.0,unit,1.0
3823,0407020Q0AABNBN,Morphine sulfate 60mg suppositories,12391911000001107,Suppository,Discrete,1.0,suppository,suppository,0.06,g,,nan,1.0,unit,Morph Sulf_Suppos 60mg,0.03,g,1.0,unit,2.0
